MSA Code,State FIP,County FIP,Census Tract,SCCT,MFI,MHI,LMI%,Census Tract Income Indicator,Total persons,Total families,Total households,HMM%,Census Tract Minority Indicator,MSA Name,County
19430,39,113,100400,39113100400,75125,57631,113.14,Middle,5268,1320,1915,26.27,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,110100,39113110100,75125,57631,135.84,Upper,1575,421,574,9.71,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,110201,39113110201,75125,57631,131.04,Upper,4682,1398,1995,14.37,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,110202,39113110202,75125,57631,92.57,Middle,3335,892,1404,31.6,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,115002,39113115002,75125,57631,89.39,Middle,3994,1079,1653,10.89,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,115011,39113115011,75125,57631,84.56,Middle,5587,1176,2518,14.66,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,115012,39113115012,75125,57631,168.18,Upper,5339,1371,2145,19.85,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,120101,39113120101,75125,57631,116.5,Middle,5187,1601,2128,29.44,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,120102,39113120102,75125,57631,133.52,Upper,4728,1322,1764,37.48,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,120103,39113120103,75125,57631,85.42,Middle,3272,759,1284,38.51,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,125000,39113125000,75125,57631,93.02,Middle,6472,1704,2584,13.6,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,125102,39113125102,75125,57631,81.98,Middle,6317,1559,2857,25.27,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,125103,39113125103,75125,57631,140.84,Upper,2750,827,1303,23.93,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,125104,39113125104,75125,57631,135.3,Upper,4319,1192,1771,26.44,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,130101,39113130101,75125,57631,94.97,Middle,2335,806,1047,9.46,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,130102,39113130102,75125,57631,105.35,Middle,6564,1765,2841,6.6,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,140100,39113140100,75125,57631,98.88,Middle,5848,1813,2523,6.6,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,150100,39113150100,75125,57631,95.19,Middle,6076,1811,2489,6.48,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,160100,39113160100,75125,57631,128.64,Upper,1947,643,801,4.73,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,165000,39113165000,75125,57631,108.36,Middle,6800,1947,2528,7.19,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,165100,39113165100,75125,57631,25.23,Low,2597,523,979,92.3,Majority Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,165200,39113165200,75125,57631,79.74,Moderate,1614,159,1108,60.47,Majority Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
19430,39,113,980000,39113980000,75125,57631,0,Unknown,0,0,0,0,Non-Minority,"Dayton-Kettering-Beavercreek, OH",Montgomery County
99999,39,115,968800,39115968800,66160,53554,87.33,Middle,3028,980,1363,6.41,Non-Minority,Non-MSA,Morgan County
99999,39,115,968900,39115968900,66160,53554,79.28,Moderate,3685,1027,1696,9.47,Non-Minority,Non-MSA,Morgan County
99999,39,115,969000,39115969000,66160,53554,74.57,Moderate,3909,1064,1607,6.27,Non-Minority,Non-MSA,Morgan County
99999,39,115,969100,39115969100,66160,53554,69.58,Moderate,3180,1010,1410,15.38,Non-Minority,Non-MSA,Morgan County
18140,39,117,965000,39117965000,84088,66715,83.57,Middle,4270,1221,1754,5.53,Non-Minority,"Columbus, OH",Morrow County
18140,39,117,965100,39117965100,84088,66715,106.62,Middle,4910,1551,1958,4.81,Non-Minority,"Columbus, OH",Morrow County
18140,39,117,965201,39117965201,84088,66715,70.24,Moderate,4955,1427,1993,8.44,Non-Minority,"Columbus, OH",Morrow County
18140,39,117,965202,39117965202,84088,66715,162.28,Upper,1903,374,754,6.78,Non-Minority,"Columbus, OH",Morrow County
18140,39,117,965300,39117965300,84088,66715,71.14,Moderate,6281,1754,2521,5.97,Non-Minority,"Columbus, OH",Morrow County
18140,39,117,965401,39117965401,84088,66715,78.78,Moderate,2444,686,827,6.01,Non-Minority,"Columbus, OH",Morrow County
18140,39,117,965402,39117965402,84088,66715,79.79,Moderate,3626,1036,1192,5.63,Non-Minority,"Columbus, OH",Morrow County
18140,39,117,965501,39117965501,84088,66715,85.62,Middle,3459,944,1143,6.19,Non-Minority,"Columbus, OH",Morrow County
18140,39,117,965502,39117965502,84088,66715,94.7,Middle,3102,692,922,7.03,Non-Minority,"Columbus, OH",Morrow County
99999,39,119,911000,39119911000,66160,53554,91.75,Middle,4785,1306,1712,4.56,Non-Minority,Non-MSA,Muskingum County
99999,39,119,911100,39119911100,66160,53554,111.57,Middle,6350,1550,2088,8.31,Non-Minority,Non-MSA,Muskingum County
99999,39,119,911201,39119911201,66160,53554,93.99,Middle,2763,725,1041,6.84,Non-Minority,Non-MSA,Muskingum County
99999,39,119,911202,39119911202,66160,53554,128.05,Upper,4106,1025,1380,7.14,Non-Minority,Non-MSA,Muskingum County
99999,39,119,911300,39119911300,66160,53554,103.51,Middle,5881,1614,2463,6.73,Non-Minority,Non-MSA,Muskingum County
99999,39,119,911400,39119911400,66160,53554,58.52,Moderate,3498,998,1522,23.81,Non-Minority,Non-MSA,Muskingum County
99999,39,119,911500,39119911500,66160,53554,116.52,Middle,5060,1037,2180,12.85,Non-Minority,Non-MSA,Muskingum County
99999,39,119,911601,39119911601,66160,53554,156.12,Upper,2439,522,953,9.43,Non-Minority,Non-MSA,Muskingum County
99999,39,119,911602,39119911602,66160,53554,108.93,Middle,4198,766,1915,10.41,Non-Minority,Non-MSA,Muskingum County
99999,39,119,911700,39119911700,66160,53554,82.48,Middle,3359,834,1438,13.61,Non-Minority,Non-MSA,Muskingum County
99999,39,119,911800,39119911800,66160,53554,48.89,Low,3152,943,1249,20.81,Non-Minority,Non-MSA,Muskingum County
99999,39,119,911900,39119911900,66160,53554,63.76,Moderate,2851,616,1083,14.66,Non-Minority,Non-MSA,Muskingum County
99999,39,119,912000,39119912000,66160,53554,62.22,Moderate,3143,715,1213,14.86,Non-Minority,Non-MSA,Muskingum County
99999,39,119,912100,39119912100,66160,53554,40.47,Low,3475,710,1389,27.42,Non-Minority,Non-MSA,Muskingum County
99999,39,119,912200,39119912200,66160,53554,55.42,Moderate,3436,999,1493,24.71,Non-Minority,Non-MSA,Muskingum County
99999,39,119,912300,39119912300,66160,53554,85.96,Middle,4157,1052,1868,8.06,Non-Minority,Non-MSA,Muskingum County
99999,39,119,912400,39119912400,66160,53554,71.53,Moderate,4276,1187,1838,6.48,Non-Minority,Non-MSA,Muskingum County
99999,39,119,912500,39119912500,66160,53554,80.96,Middle,4557,1263,1858,5.55,Non-Minority,Non-MSA,Muskingum County
99999,39,119,912600,39119912600,66160,53554,112.74,Middle,3283,1166,1471,4.69,Non-Minority,Non-MSA,Muskingum County
99999,39,119,912700,39119912700,66160,53554,109.76,Middle,5543,1462,1944,7.83,Non-Minority,Non-MSA,Muskingum County
99999,39,119,912800,39119912800,66160,53554,107.85,Middle,6098,1098,1699,7.15,Non-Minority,Non-MSA,Muskingum County
99999,39,121,968300,39121968300,66160,53554,81.54,Middle,3960,1162,1544,3.08,Non-Minority,Non-MSA,Noble County
99999,39,121,968401,39121968401,66160,53554,90.87,Middle,4201,1123,1926,4.26,Non-Minority,Non-MSA,Noble County
99999,39,121,968402,39121968402,66160,53554,0,Unknown,2990,24,168,29.57,Non-Minority,Non-MSA,Noble County
99999,39,121,968500,39121968500,66160,53554,88.4,Middle,2964,717,1331,3.04,Non-Minority,Non-MSA,Noble County
41780,39,123,50100,39123050100,75043,58871,118.26,Middle,813,134,210,4.06,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,50201,39123050201,75043,58871,113.19,Middle,2024,552,879,5.24,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,50202,39123050202,75043,58871,136.84,Upper,1687,616,937,3.79,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,50301,39123050301,75043,58871,101.6,Middle,2761,898,1523,5.72,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,50302,39123050302,75043,58871,113.5,Middle,2163,656,1095,5.09,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,50500,39123050500,75043,58871,82.46,Middle,2997,919,1744,15.22,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,50600,39123050600,75043,58871,78.91,Moderate,3179,699,1435,20.38,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,50700,39123050700,75043,58871,94.2,Middle,3462,882,1555,9.36,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,50800,39123050800,75043,58871,113.89,Middle,3966,1199,1672,6.98,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,50900,39123050900,75043,58871,120.6,Upper,5359,1653,2234,9.59,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,51000,39123051000,75043,58871,103.17,Middle,4825,1402,1898,11.71,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,51100,39123051100,75043,58871,134.43,Upper,3773,1093,1352,8.91,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,51201,39123051201,75043,58871,109.65,Middle,1109,393,488,11.45,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,51202,39123051202,75043,58871,74.95,Moderate,1729,436,955,8.96,Non-Minority,"Sandusky, OH",Ottawa County
41780,39,123,51203,39123051203,75043,58871,0,Unknown,517,110,263,10.64,Non-Minority,"Sandusky, OH",Ottawa County
99999,39,125,960100,39125960100,66160,53554,94.98,Middle,2997,789,1214,9.11,Non-Minority,Non-MSA,Paulding County
99999,39,125,960200,39125960200,66160,53554,112.98,Middle,4206,1179,1704,8.8,Non-Minority,Non-MSA,Paulding County
99999,39,125,960300,39125960300,66160,53554,115.92,Middle,4049,1210,1577,7.78,Non-Minority,Non-MSA,Paulding County
99999,39,125,960400,39125960400,66160,53554,99.88,Middle,4043,1222,1780,15.63,Non-Minority,Non-MSA,Paulding County
99999,39,125,960500,39125960500,66160,53554,98.92,Middle,3511,1009,1417,6.95,Non-Minority,Non-MSA,Paulding County
18140,39,127,965801,39127965801,84088,66715,102.1,Middle,3793,819,1114,5.93,Non-Minority,"Columbus, OH",Perry County
18140,39,127,965802,39127965802,84088,66715,93.21,Middle,3928,1291,1705,4.84,Non-Minority,"Columbus, OH",Perry County
18140,39,127,965901,39127965901,84088,66715,66.52,Moderate,3394,805,1255,4.18,Non-Minority,"Columbus, OH",Perry County
18140,39,127,965902,39127965902,84088,66715,77.93,Moderate,3523,1037,1283,4.31,Non-Minority,"Columbus, OH",Perry County
18140,39,127,966000,39127966000,84088,66715,47.41,Low,4944,1331,1833,5.28,Non-Minority,"Columbus, OH",Perry County
18140,39,127,966100,39127966100,84088,66715,76.7,Moderate,4280,1220,1638,4.28,Non-Minority,"Columbus, OH",Perry County
18140,39,127,966200,39127966200,84088,66715,53.47,Moderate,5772,1674,2253,5.87,Non-Minority,"Columbus, OH",Perry County
18140,39,127,966301,39127966301,84088,66715,73.34,Moderate,3178,896,1211,5.22,Non-Minority,"Columbus, OH",Perry County
18140,39,127,966302,39127966302,84088,66715,67.89,Moderate,2596,614,924,5.97,Non-Minority,"Columbus, OH",Perry County
18140,39,129,20100,39129020100,84088,66715,53.51,Moderate,1864,412,659,10.94,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,20200,39129020200,84088,66715,55.44,Moderate,2525,709,1164,10.57,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,20310,39129020310,84088,66715,59.84,Moderate,4860,1152,1971,9.84,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,20320,39129020320,84088,66715,119.04,Middle,3857,856,1376,9.33,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,20400,39129020400,84088,66715,41.21,Low,2787,590,1180,9.4,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,21101,39129021101,84088,66715,122.01,Upper,4674,1144,1451,5.48,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,21102,39129021102,84088,66715,104.42,Middle,3556,1047,1306,7.06,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,21201,39129021201,84088,66715,89.68,Middle,5041,1266,1682,9.16,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,21202,39129021202,84088,66715,70.22,Moderate,3233,789,1078,8.91,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,21300,39129021300,84088,66715,0,Unknown,3494,0,0,41.53,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,21401,39129021401,84088,66715,84.23,Middle,3213,992,1155,8.22,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,21403,39129021403,84088,66715,122.52,Upper,6330,1382,1757,11.44,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,21404,39129021404,84088,66715,103.56,Middle,1888,394,484,5.99,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,21500,39129021500,84088,66715,78.52,Moderate,3161,994,1233,6.23,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,21600,39129021600,84088,66715,89.82,Middle,3293,867,1279,7.77,Non-Minority,"Columbus, OH",Pickaway County
18140,39,129,21700,39129021700,84088,66715,97.58,Middle,4763,1534,2033,6.09,Non-Minority,"Columbus, OH",Pickaway County
99999,39,131,952200,39131952200,66160,53554,83.84,Middle,5324,1486,2125,6.93,Non-Minority,Non-MSA,Pike County
99999,39,131,952300,39131952300,66160,53554,87.18,Middle,5151,1424,2002,6.04,Non-Minority,Non-MSA,Pike County
99999,39,131,952400,39131952400,66160,53554,82.67,Middle,3265,987,1646,6.77,Non-Minority,Non-MSA,Pike County
99999,39,131,952500,39131952500,66160,53554,122.64,Upper,3572,930,1363,6.66,Non-Minority,Non-MSA,Pike County
99999,39,131,952601,39131952601,66160,53554,76.67,Moderate,3489,1074,1470,5.19,Non-Minority,Non-MSA,Pike County
99999,39,131,952602,39131952602,66160,53554,104.16,Middle,2153,623,805,4.78,Non-Minority,Non-MSA,Pike County
99999,39,131,952700,39131952700,66160,53554,93.52,Middle,4134,1156,1626,4.72,Non-Minority,Non-MSA,Pike County
10420,39,133,600102,39133600102,76842,59313,114.11,Middle,3392,812,1076,11.97,Non-Minority,"Akron, OH",Portage County
10420,39,133,600103,39133600103,76842,59313,99.14,Middle,5550,1387,2383,6.59,Non-Minority,"Akron, OH",Portage County
10420,39,133,600200,39133600200,76842,59313,85.3,Middle,5577,1550,2204,7.3,Non-Minority,"Akron, OH",Portage County
10420,39,133,600302,39133600302,76842,59313,167.42,Upper,7383,1895,2636,9.33,Non-Minority,"Akron, OH",Portage County
10420,39,133,600303,39133600303,76842,59313,175.35,Upper,5444,1214,1852,17.58,Non-Minority,"Akron, OH",Portage County
10420,39,133,600304,39133600304,76842,59313,162.72,Upper,4412,1149,1526,12.78,Non-Minority,"Akron, OH",Portage County
10420,39,133,600401,39133600401,76842,59313,116.17,Middle,6887,1458,2759,24.87,Non-Minority,"Akron, OH",Portage County
10420,39,133,600402,39133600402,76842,59313,131.21,Upper,5505,1297,2165,16.82,Non-Minority,"Akron, OH",Portage County
10420,39,133,600403,39133600403,76842,59313,82.28,Middle,5085,1453,1981,16.95,Non-Minority,"Akron, OH",Portage County
10420,39,133,600500,39133600500,76842,59313,96.66,Middle,5245,1392,2120,8.12,Non-Minority,"Akron, OH",Portage County
10420,39,133,600602,39133600602,76842,59313,78.84,Moderate,2649,786,957,6.72,Non-Minority,"Akron, OH",Portage County
10420,39,133,600603,39133600603,76842,59313,67.62,Moderate,3450,999,1372,11.65,Non-Minority,"Akron, OH",Portage County
10420,39,133,600703,39133600703,76842,59313,91.29,Middle,1735,591,780,9.86,Non-Minority,"Akron, OH",Portage County
10420,39,133,600704,39133600704,76842,59313,102.07,Middle,1648,496,624,6.86,Non-Minority,"Akron, OH",Portage County
10420,39,133,600705,39133600705,76842,59313,111.54,Middle,2351,634,997,5.49,Non-Minority,"Akron, OH",Portage County
10420,39,133,600706,39133600706,76842,59313,122.97,Upper,2780,826,1146,5.83,Non-Minority,"Akron, OH",Portage County
10420,39,133,600800,39133600800,76842,59313,72.5,Moderate,3235,632,1531,14.81,Non-Minority,"Akron, OH",Portage County
10420,39,133,600901,39133600901,76842,59313,60.55,Moderate,3859,930,1524,20.65,Non-Minority,"Akron, OH",Portage County
10420,39,133,600902,39133600902,76842,59313,78.62,Moderate,5694,1168,2446,17.79,Non-Minority,"Akron, OH",Portage County
10420,39,133,601000,39133601000,76842,59313,66.28,Moderate,2459,600,996,22.65,Non-Minority,"Akron, OH",Portage County
10420,39,133,601100,39133601100,76842,59313,80.78,Middle,5056,1760,2444,8.11,Non-Minority,"Akron, OH",Portage County
10420,39,133,601200,39133601200,76842,59313,82.75,Middle,4536,742,1985,23.28,Non-Minority,"Akron, OH",Portage County
10420,39,133,601300,39133601300,76842,59313,137.47,Upper,6318,2438,3364,20.58,Non-Minority,"Akron, OH",Portage County
10420,39,133,601400,39133601400,76842,59313,71.09,Moderate,4269,1059,2160,22.32,Non-Minority,"Akron, OH",Portage County
10420,39,133,601501,39133601501,76842,59313,94.34,Middle,2122,248,769,20.03,Non-Minority,"Akron, OH",Portage County
10420,39,133,601502,39133601502,76842,59313,0,Unknown,7391,58,1024,29.79,Non-Minority,"Akron, OH",Portage County
10420,39,133,601503,39133601503,76842,59313,67.1,Moderate,4839,661,1735,21.55,Non-Minority,"Akron, OH",Portage County
10420,39,133,601600,39133601600,76842,59313,115.3,Middle,4069,1058,1625,11.4,Non-Minority,"Akron, OH",Portage County
10420,39,133,601702,39133601702,76842,59313,108.74,Middle,5779,1312,2136,10.92,Non-Minority,"Akron, OH",Portage County
10420,39,133,601703,39133601703,76842,59313,117.82,Middle,3561,771,1391,19.46,Non-Minority,"Akron, OH",Portage County
10420,39,133,601704,39133601704,76842,59313,116.44,Middle,3246,891,1245,15.65,Non-Minority,"Akron, OH",Portage County
10420,39,133,601801,39133601801,76842,59313,118.2,Middle,4060,1120,1303,10.1,Non-Minority,"Akron, OH",Portage County
10420,39,133,601802,39133601802,76842,59313,114.33,Middle,4542,1173,1599,10.59,Non-Minority,"Akron, OH",Portage County
10420,39,133,601901,39133601901,76842,59313,94.07,Middle,2564,628,868,7.22,Non-Minority,"Akron, OH",Portage County
10420,39,133,601902,39133601902,76842,59313,108.48,Middle,2838,657,1024,7.58,Non-Minority,"Akron, OH",Portage County
10420,39,133,602000,39133602000,76842,59313,99.28,Middle,5276,1433,2012,6.33,Non-Minority,"Akron, OH",Portage County
10420,39,133,602101,39133602101,76842,59313,86.17,Middle,3723,1124,1526,5.24,Non-Minority,"Akron, OH",Portage County
10420,39,133,602102,39133602102,76842,59313,98.59,Middle,3262,911,1500,5.98,Non-Minority,"Akron, OH",Portage County
99999,39,135,400100,39135400100,66160,53554,112.08,Middle,3226,863,1324,6.7,Non-Minority,Non-MSA,Preble County
99999,39,135,410100,39135410100,66160,53554,92.2,Middle,2084,579,800,5.47,Non-Minority,Non-MSA,Preble County
99999,39,135,420100,39135420100,66160,53554,103.62,Middle,4305,1243,1826,4.62,Non-Minority,Non-MSA,Preble County
99999,39,135,430100,39135430100,66160,53554,130.45,Upper,2669,822,1051,4.8,Non-Minority,Non-MSA,Preble County
99999,39,135,440100,39135440100,66160,53554,100.1,Middle,3730,1147,1470,5.04,Non-Minority,Non-MSA,Preble County
99999,39,135,450100,39135450100,66160,53554,123.91,Upper,2161,701,1013,5.09,Non-Minority,Non-MSA,Preble County
99999,39,135,455001,39135455001,66160,53554,117.21,Middle,2273,547,906,7.22,Non-Minority,Non-MSA,Preble County
99999,39,135,455002,39135455002,66160,53554,111.9,Middle,5750,1205,2406,7.95,Non-Minority,Non-MSA,Preble County
99999,39,135,460100,39135460100,66160,53554,110.94,Middle,2840,718,932,4.89,Non-Minority,Non-MSA,Preble County
99999,39,135,470101,39135470101,66160,53554,124.36,Upper,3573,1081,1436,6.24,Non-Minority,Non-MSA,Preble County
99999,39,135,470102,39135470102,66160,53554,93.36,Middle,4167,1246,1579,4.15,Non-Minority,Non-MSA,Preble County
99999,39,135,480100,39135480100,66160,53554,121.74,Upper,4221,1227,1674,4.45,Non-Minority,Non-MSA,Preble County
99999,39,137,30100,39137030100,66160,53554,115.25,Middle,4496,1203,1715,24.24,Non-Minority,Non-MSA,Putnam County
99999,39,137,30200,39137030200,66160,53554,126.79,Upper,5619,1738,2273,5.55,Non-Minority,Non-MSA,Putnam County
99999,39,137,30301,39137030301,66160,53554,105.04,Middle,3592,1116,1481,14.25,Non-Minority,Non-MSA,Putnam County
99999,39,137,30302,39137030302,66160,53554,160.07,Upper,4442,1133,1693,9.25,Non-Minority,Non-MSA,Putnam County
99999,39,137,30400,39137030400,66160,53554,115.76,Middle,3466,927,1268,5.68,Non-Minority,Non-MSA,Putnam County
99999,39,137,30500,39137030500,66160,53554,135.6,Upper,3794,945,1350,6.46,Non-Minority,Non-MSA,Putnam County
99999,39,137,30600,39137030600,66160,53554,138.16,Upper,4126,1224,1597,3.47,Non-Minority,Non-MSA,Putnam County
99999,39,137,30700,39137030700,66160,53554,132.12,Upper,4916,1452,1924,2.32,Non-Minority,Non-MSA,Putnam County
31900,39,139,400,39139000400,63284,49186,46.84,Low,2549,553,919,27.66,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,500,39139000500,63284,49186,53.48,Moderate,3706,579,1624,34.62,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,600,39139000600,63284,49186,71.15,Moderate,3056,693,986,45.81,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,700,39139000700,63284,49186,75.45,Moderate,2776,659,1155,55.08,Majority Minority,"Mansfield, OH",Richland County
31900,39,139,800,39139000800,63284,49186,49.54,Low,2584,626,1124,22.33,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,900,39139000900,63284,49186,88.43,Middle,4665,1087,1930,11.15,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,1000,39139001000,63284,49186,40.68,Low,5630,1356,2896,25.54,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,1100,39139001100,63284,49186,89.61,Middle,2699,609,1203,17.82,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,1200,39139001200,63284,49186,120.09,Upper,3880,844,1856,16.68,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,1300,39139001300,63284,49186,101.26,Middle,3159,708,1395,22.22,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,1400,39139001400,63284,49186,75.59,Moderate,2298,513,1168,27.5,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,1500,39139001500,63284,49186,53.49,Moderate,1904,551,773,8.77,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,1600,39139001600,63284,49186,50.74,Moderate,1712,388,671,13.67,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,1700,39139001700,63284,49186,0,Unknown,5017,5,27,56.45,Majority Minority,"Mansfield, OH",Richland County
31900,39,139,1800,39139001800,63284,49186,100.73,Middle,3710,1071,1475,10.49,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,1900,39139001900,63284,49186,110.38,Middle,6106,1668,2530,10.47,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,2000,39139002000,63284,49186,111.83,Middle,5730,1648,2099,6.11,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,2101,39139002101,63284,49186,90.82,Middle,5444,1191,2488,14.14,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,2102,39139002102,63284,49186,138.68,Upper,4822,1440,1959,9.83,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,2200,39139002200,63284,49186,136.7,Upper,7119,1867,2874,8.23,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,2300,39139002300,63284,49186,119.09,Middle,6351,1755,2509,9.35,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,2400,39139002400,63284,49186,120.54,Upper,5891,1571,2238,15.09,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,2500,39139002500,63284,49186,111.31,Middle,4354,1136,1852,6.13,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,2600,39139002600,63284,49186,95.81,Middle,4652,1215,2062,6.79,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,2700,39139002700,63284,49186,150.13,Upper,5583,1485,2129,5.41,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,2800,39139002800,63284,49186,102.09,Middle,3580,945,1225,5.64,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,2900,39139002900,63284,49186,129.37,Upper,4356,1158,1430,4.29,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,3001,39139003001,63284,49186,117.93,Middle,5357,1527,2180,5.49,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,3002,39139003002,63284,49186,110.96,Middle,3997,950,1323,5.65,Non-Minority,"Mansfield, OH",Richland County
31900,39,139,3100,39139003100,63284,49186,56.73,Moderate,2249,337,867,47.71,Non-Minority,"Mansfield, OH",Richland County
99999,39,141,955500,39141955500,66160,53554,94.02,Middle,6158,1657,2275,5.18,Non-Minority,Non-MSA,Ross County
99999,39,141,955603,39141955603,66160,53554,86.09,Middle,4046,1144,1538,7.86,Non-Minority,Non-MSA,Ross County
99999,39,141,955604,39141955604,66160,53554,117.02,Middle,6967,533,792,32.97,Non-Minority,Non-MSA,Ross County
99999,39,141,955700,39141955700,66160,53554,103.53,Middle,5647,1564,2039,6.41,Non-Minority,Non-MSA,Ross County
99999,39,141,955801,39141955801,66160,53554,128.28,Upper,4322,1059,1595,8.93,Non-Minority,Non-MSA,Ross County
99999,39,141,955802,39141955802,66160,53554,105.39,Middle,3893,1046,1310,11.41,Non-Minority,Non-MSA,Ross County
99999,39,141,955900,39141955900,66160,53554,131.38,Upper,4288,1302,1916,14.55,Non-Minority,Non-MSA,Ross County
99999,39,141,956000,39141956000,66160,53554,123.54,Upper,5550,1480,2300,13.42,Non-Minority,Non-MSA,Ross County
99999,39,141,956100,39141956100,66160,53554,110.37,Middle,3535,806,1553,17.6,Non-Minority,Non-MSA,Ross County
99999,39,141,956200,39141956200,66160,53554,90.41,Middle,2305,477,1144,15.01,Non-Minority,Non-MSA,Ross County
99999,39,141,956300,39141956300,66160,53554,67.09,Moderate,3078,624,1522,15.24,Non-Minority,Non-MSA,Ross County
99999,39,141,956400,39141956400,66160,53554,72.4,Moderate,3354,739,1201,14.58,Non-Minority,Non-MSA,Ross County
99999,39,141,956500,39141956500,66160,53554,62.59,Moderate,3806,808,1441,15.74,Non-Minority,Non-MSA,Ross County
99999,39,141,956600,39141956600,66160,53554,105.94,Middle,5136,1384,2023,6.78,Non-Minority,Non-MSA,Ross County
99999,39,141,956700,39141956700,66160,53554,99.69,Middle,4796,1506,2100,6.86,Non-Minority,Non-MSA,Ross County
99999,39,141,956800,39141956800,66160,53554,83.3,Middle,5896,1758,2636,6.72,Non-Minority,Non-MSA,Ross County
